# Unit Overview
Unit,AttacksMade,AttacksReceived,OffHitRate,DefDodgeRate,OffCritRate,AvgDmgDealt,AvgDmgTaken,Kills,Deaths,KDRatio
Archer,183,249,0.934,0.161,0.197,6.51,16.57,23,89,0.26
Assassin,291,168,0.921,0.173,0.275,8.08,15.76,23,47,0.49
Battle Mage,357,193,0.902,0.098,0.160,5.47,12.78,22,33,0.67
Cleric,141,238,0.872,0.088,0.121,27.29,9.56,50,39,1.28
Crossbowman,241,273,0.884,0.106,0.183,8.66,13.22,35,65,0.54
Fighter,423,257,0.903,0.074,0.154,11.88,11.73,69,28,2.46
Goblin Raider,349,240,0.900,0.138,0.192,3.84,17.88,24,90,0.27
Knight,468,645,0.915,0.084,0.103,8.61,6.37,64,46,1.39
Mage,174,91,0.908,0.044,0.103,31.06,16.78,69,3,23.00
Marksman,188,227,0.872,0.150,0.255,6.53,16.64,22,74,0.30
Ogre,307,401,0.873,0.045,0.081,0.87,3.26,1,20,0.05
Orc Warrior,241,262,0.888,0.080,0.112,16.54,7.91,64,22,2.91
Paladin,471,634,0.879,0.073,0.104,6.82,6.91,68,61,1.11
Priest,206,69,0.883,0.029,0.058,26.18,15.55,77,11,7.00
Ranger,100,291,0.920,0.124,0.190,11.57,12.01,15,60,0.25
Rogue,3,290,1.000,0.162,0.333,1.00,11.41,0,60,0.00
Scout,218,187,0.872,0.219,0.216,5.36,12.95,32,36,0.89
Skeleton Archer,366,130,0.913,0.077,0.167,5.55,20.44,36,71,0.51
Sorcerer,236,101,0.898,0.099,0.114,35.16,15.25,135,2,67.50
Spearman,403,190,0.891,0.132,0.144,7.43,9.48,47,14,3.36
Swordsman,428,332,0.902,0.108,0.187,9.82,14.06,75,54,1.39
Warlock,30,215,0.833,0.088,0.133,29.13,18.03,9,104,0.09
Warrior,371,405,0.903,0.114,0.127,9.81,10.49,77,61,1.26
Wizard,191,298,0.901,0.060,0.115,39.32,15.11,116,63,1.84

# Compressed Matchups
Attacker,Defender,TotalAttacks,HitRate,CritRate,DodgeRate,TotalDamage,AvgDmgPerAttack,Kills,BattlesSampled
Assassin,Orc Warrior,27,0.778,0.074,0.037,34,1.26,0,1
Assassin,Paladin,55,0.818,0.309,0.127,113,2.05,0,1
Assassin,Priest,13,1.000,0.231,0.000,137,10.54,2,1
Assassin,Ranger,22,0.818,0.318,0.182,170,7.73,5,2
Assassin,Rogue,23,0.783,0.261,0.174,156,6.78,2,2
Assassin,Scout,12,0.917,0.250,0.000,139,11.58,2,1
Assassin,Skeleton Archer,11,1.000,0.182,0.000,187,17.00,0,1
Assassin,Spearman,13,0.923,0.154,0.000,35,2.69,0,2
Assassin,Swordsman,9,0.889,0.333,0.111,86,9.56,0,1
Assassin,Warlock,10,0.800,0.500,0.100,170,17.00,0,1
Assassin,Warrior,29,0.793,0.207,0.103,97,3.34,0,2
Assassin,Wizard,14,0.786,0.143,0.143,132,9.43,1,1
Battle Mage,Archer,22,0.636,0.045,0.182,131,5.95,2,2
Battle Mage,Assassin,22,0.773,0.273,0.136,169,7.68,5,2
Battle Mage,Cleric,36,0.861,0.083,0.111,124,3.44,3,2
Battle Mage,Crossbowman,39,0.821,0.128,0.103,148,3.79,2,1
Battle Mage,Fighter,12,0.917,0.083,0.083,11,0.92,0,1
Battle Mage,Goblin Raider,19,0.789,0.105,0.053,151,7.95,0,2
Battle Mage,Knight,28,0.893,0.143,0.036,26,0.93,0,2
Battle Mage,Mage,9,0.889,0.111,0.111,50,5.56,0,1
Battle Mage,Marksman,9,1.000,0.111,0.000,116,12.89,0,1
Battle Mage,Ogre,66,0.879,0.136,0.000,58,0.88,3,1
Battle Mage,Orc Warrior,18,0.722,0.056,0.111,13,0.72,0,1
Battle Mage,Paladin,75,0.720,0.160,0.160,71,0.95,0,1
Battle Mage,Ranger,38,0.737,0.132,0.184,126,3.32,2,1
Battle Mage,Rogue,36,0.667,0.028,0.194,131,3.64,2,1
Battle Mage,Scout,21,0.762,0.286,0.238,139,6.62,4,1
Battle Mage,Skeleton Archer,18,0.889,0.111,0.056,173,9.61,1,1
Battle Mage,Sorcerer,10,1.000,0.100,0.000,98,9.80,0,2
Battle Mage,Spearman,27,0.667,0.000,0.296,21,0.78,0,1
Battle Mage,Swordsman,27,0.778,0.111,0.037,96,3.56,0,1
Battle Mage,Warlock,9,1.000,0.111,0.000,116,12.89,0,1
Battle Mage,Warrior,55,0.836,0.145,0.055,81,1.47,0,2
Battle Mage,Wizard,26,0.846,0.269,0.115,167,6.42,6,2
Cleric,Archer,7,0.857,0.143,0.143,210,30.00,5,1
Cleric,Assassin,8,0.750,0.000,0.000,180,22.50,4,1
Cleric,Battle Mage,6,0.833,0.167,0.167,135,22.50,0,1
Cleric,Cleric,1,1.000,0.000,0.000,30,30.00,0,1
Cleric,Crossbowman,8,0.875,0.125,0.125,270,33.75,1,3
Cleric,Fighter,6,1.000,0.500,0.000,201,33.50,0,1
Cleric,Goblin Raider,6,1.000,0.167,0.000,234,39.00,6,1
Cleric,Knight,15,0.667,0.000,0.067,133,8.87,2,2
Cleric,Mage,3,1.000,0.000,0.000,87,29.00,0,2
Cleric,Marksman,6,0.833,0.000,0.167,180,30.00,5,1
Cleric,Ogre,6,1.000,0.000,0.000,162,27.00,3,1
Cleric,Orc Warrior,13,0.615,0.308,0.000,141,10.85,1,2
Cleric,Paladin,13,0.923,0.154,0.000,214,16.46,4,2
Cleric,Priest,1,1.000,0.000,0.000,13,13.00,0,1
Cleric,Ranger,7,1.000,0.000,0.000,180,25.71,0,1
Cleric,Rogue,7,0.857,0.000,0.143,198,28.29,5,1
Cleric,Scout,10,0.800,0.100,0.200,209,20.90,3,2
Cleric,Skeleton Archer,7,0.714,0.143,0.000,112,16.00,1,1
Cleric,Sorcerer,6,0.833,0.000,0.167,145,24.17,0,1
Cleric,Spearman,9,0.778,0.111,0.222,148,16.44,0,1
Cleric,Swordsman,10,0.700,0.100,0.300,270,27.00,3,4
Cleric,Warlock,10,0.900,0.200,0.100,286,28.60,8,3
Cleric,Warrior,11,0.818,0.091,0.182,303,27.55,1,4
Cleric,Wizard,9,0.889,0.111,0.111,250,27.78,1,4
Crossbowman,Archer,18,0.833,0.167,0.167,291,16.17,7,4
Crossbowman,Assassin,6,0.667,0.167,0.167,67,11.17,0,1
Crossbowman,Battle Mage,10,0.700,0.200,0.100,61,6.10,0,1
Crossbowman,Cleric,18,0.778,0.222,0.111,122,6.78,3,1
Crossbowman,Fighter,3,0.667,0.000,0.333,7,2.33,0,1
Crossbowman,Goblin Raider,14,0.786,0.286,0.214,163,11.64,4,3
Crossbowman,Knight,67,0.866,0.164,0.104,144,2.15,3,5
Crossbowman,Marksman,15,0.667,0.267,0.200,166,11.07,5,1
Crossbowman,Ogre,42,0.857,0.167,0.048,56,1.33,0,1
Crossbowman,Orc Warrior,16,0.812,0.000,0.062,17,1.06,0,2
Crossbowman,Paladin,39,0.795,0.154,0.103,57,1.46,0,5
Crossbowman,Priest,3,1.000,0.000,0.000,36,12.00,0,1
Crossbowman,Ranger,18,0.667,0.167,0.167,129,7.17,2,1
Crossbowman,Rogue,15,0.667,0.200,0.133,142,9.47,3,1
Crossbowman,Scout,18,0.722,0.167,0.167,153,8.50,2,1
Crossbowman,Skeleton Archer,6,0.833,0.000,0.167,76,12.67,0,1
Crossbowman,Sorcerer,3,1.000,0.000,0.000,45,15.00,0,1
Crossbowman,Spearman,4,1.000,0.250,0.000,16,4.00,0,1
Crossbowman,Swordsman,20,0.850,0.250,0.050,180,9.00,2,5
Crossbowman,Warlock,12,0.667,0.000,0.167,120,10.00,3,1
Crossbowman,Warrior,20,0.800,0.050,0.100,77,3.85,0,2
Crossbowman,Wizard,19,0.895,0.158,0.053,216,11.37,4,4
Fighter,Archer,16,0.688,0.062,0.312,241,15.06,3,5
Fighter,Assassin,15,0.733,0.333,0.200,248,16.53,3,3
Fighter,Battle Mage,18,0.833,0.111,0.167,183,10.17,4,1
Fighter,Cleric,15,0.933,0.267,0.000,151,10.07,3,1
Fighter,Crossbowman,26,0.808,0.038,0.077,216,8.31,1,4
Fighter,Fighter,28,0.750,0.179,0.179,171,6.11,2,4
Fighter,Goblin Raider,10,1.000,0.200,0.000,246,24.60,2,2
Fighter,Knight,134,0.791,0.119,0.097,353,2.63,7,7
Fighter,Mage,1,1.000,1.000,0.000,29,29.00,0,1
Fighter,Marksman,11,1.000,0.182,0.000,254,23.09,2,2
Fighter,Ogre,30,0.800,0.133,0.033,57,1.90,0,1
Fighter,Orc Warrior,55,0.800,0.109,0.091,152,2.76,1,2
Fighter,Paladin,94,0.883,0.117,0.043,376,4.00,13,5
Fighter,Priest,12,1.000,0.167,0.000,173,14.42,4,1
Fighter,Ranger,19,0.737,0.263,0.158,254,13.37,3,3
Fighter,Rogue,20,0.700,0.050,0.200,175,8.75,0,2
Fighter,Scout,17,0.824,0.059,0.118,253,14.88,2,3
Fighter,Skeleton Archer,21,0.857,0.143,0.048,367,17.48,11,3
Fighter,Sorcerer,10,0.800,0.100,0.200,165,16.50,0,2
Fighter,Spearman,21,0.714,0.238,0.095,194,9.24,2,1
Fighter,Swordsman,31,0.774,0.194,0.161,375,12.10,5,6
Fighter,Warlock,9,1.000,0.000,0.000,198,22.00,0,1
Fighter,Warrior,44,0.659,0.091,0.159,248,5.64,5,5
Fighter,Wizard,23,1.000,0.087,0.000,359,15.61,3,5
Goblin Raider,Archer,36,0.778,0.167,0.139,232,6.44,4,5
Goblin Raider,Assassin,7,0.857,0.000,0.143,42,6.00,1,3
Goblin Raider,Battle Mage,3,1.000,0.333,0.000,9,3.00,0,1
Goblin Raider,Cleric,52,0.827,0.135,0.135,121,2.33,3,2
Goblin Raider,Crossbowman,14,0.857,0.143,0.143,24,1.71,0,2
Goblin Raider,Fighter,1,1.000,0.000,0.000,1,1.00,0,1
Goblin Raider,Knight,60,0.933,0.150,0.067,56,0.93,0,7
Goblin Raider,Mage,6,1.000,0.333,0.000,23,3.83,1,2
Goblin Raider,Marksman,27,0.778,0.148,0.185,140,5.19,3,3
Goblin Raider,Ogre,69,0.841,0.145,0.058,58,0.84,3,1
Goblin Raider,Orc Warrior,9,1.000,0.222,0.000,9,1.00,0,1
Goblin Raider,Paladin,9,1.000,0.111,0.000,9,1.00,0,2
Goblin Raider,Priest,3,0.667,0.333,0.333,18,6.00,0,1
Goblin Raider,Ranger,62,0.629,0.194,0.177,137,2.21,3,2
Goblin Raider,Rogue,39,0.769,0.179,0.128,128,3.28,0,1
Goblin Raider,Scout,23,0.696,0.174,0.261,75,3.26,1,1
Goblin Raider,Skeleton Archer,6,0.833,0.167,0.167,49,8.17,2,2
Goblin Raider,Swordsman,48,0.917,0.229,0.083,99,2.06,0,4
Goblin Raider,Warlock,21,0.762,0.095,0.095,105,5.00,2,1
Goblin Raider,Warrior,9,0.889,0.333,0.111,10,1.11,0,1
Goblin Raider,Wizard,36,0.917,0.222,0.056,133,3.69,3,2
Knight,Archer,20,0.800,0.050,0.100,222,11.10,3,2
Knight,Assassin,22,0.773,0.000,0.182,181,8.23,0,4
Knight,Battle Mage,18,0.889,0.222,0.111,143,7.94,0,1
Knight,Cleric,15,1.000,0.067,0.000,134,8.93,1,1
Knight,Crossbowman,65,0.754,0.138,0.092,360,5.54,8,5
Knight,Fighter,111,0.883,0.126,0.045,322,2.90,5,9
Knight,Goblin Raider,51,0.725,0.118,0.157,467,9.16,9,7
Knight,Knight,70,0.843,0.071,0.086,69,0.99,1,4
Knight,Mage,7,0.857,0.000,0.000,39,5.57,0,3
Knight,Marksman,33,0.758,0.030,0.152,329,9.97,5,5
Knight,Ogre,39,0.846,0.231,0.103,63,1.62,2,1
Knight,Orc Warrior,38,0.868,0.105,0.026,95,2.50,1,2
Knight,Paladin,135,0.837,0.119,0.052,279,2.07,4,5
Knight,Priest,6,0.833,0.000,0.000,68,11.33,0,2
Knight,Ranger,20,0.800,0.050,0.100,183,9.15,2,3
Knight,Rogue,20,0.750,0.050,0.150,164,8.20,3,2
Knight,Scout,17,0.706,0.000,0.118,156,9.18,0,2
Knight,Skeleton Archer,21,0.619,0.000,0.286,212,10.10,2,4
Knight,Sorcerer,4,0.750,0.250,0.000,56,14.00,0,3
Knight,Spearman,49,0.776,0.061,0.082,208,4.24,3,5
Knight,Swordsman,36,0.722,0.056,0.194,185,5.14,3,2
Knight,Warlock,25,0.720,0.160,0.200,286,11.44,9,4
Knight,Warrior,70,0.857,0.071,0.057,263,3.76,8,6
Knight,Wizard,25,0.880,0.080,0.040,256,10.24,4,6
Mage,Archer,10,0.800,0.100,0.200,331,33.10,8,2
Mage,Assassin,10,0.800,0.000,0.100,232,23.20,4,1
Mage,Battle Mage,15,0.733,0.200,0.133,273,18.20,3,1
Mage,Cleric,9,1.000,0.222,0.000,268,29.78,2,1
Mage,Crossbowman,9,1.000,0.111,0.000,370,41.11,1,1
Mage,Fighter,9,0.778,0.222,0.222,266,29.56,1,1
Mage,Goblin Raider,18,0.667,0.111,0.167,397,22.06,7,3
Mage,Knight,18,0.833,0.111,0.056,366,20.33,3,2
Mage,Marksman,9,0.778,0.000,0.111,133,14.78,0,1
Mage,Ogre,3,1.000,0.000,0.000,117,39.00,0,1
Mage,Orc Warrior,14,0.786,0.143,0.143,247,17.64,1,2
Mage,Paladin,28,0.893,0.143,0.000,663,23.68,10,5
Mage,Priest,9,1.000,0.111,0.000,242,26.89,4,1
Mage,Ranger,9,0.778,0.111,0.222,242,26.89,1,1
Mage,Rogue,9,0.667,0.000,0.333,234,26.00,6,1
Mage,Scout,9,0.778,0.000,0.111,123,13.67,0,1
Mage,Skeleton Archer,12,0.750,0.083,0.083,232,19.33,3,1
Mage,Spearman,9,1.000,0.111,0.000,292,32.44,0,1
Mage,Swordsman,20,0.800,0.100,0.150,562,28.10,9,5
Mage,Warlock,12,0.917,0.083,0.000,213,17.75,3,1
Mage,Warrior,16,0.875,0.062,0.062,495,30.94,1,4
Mage,Wizard,10,0.900,0.100,0.000,218,21.80,4,3
Marksman,Archer,16,0.625,0.062,0.250,129,8.06,1,4
Marksman,Battle Mage,1,0.000,0.000,0.000,0,0.00,0,1
Marksman,Cleric,22,0.773,0.091,0.045,113,5.14,3,1
Marksman,Crossbowman,8,0.750,0.125,0.125,33,4.12,0,1
Marksman,Goblin Raider,24,0.667,0.083,0.208,152,6.33,3,2
Marksman,Knight,43,0.837,0.302,0.047,68,1.58,0,5
Marksman,Mage,3,0.667,0.333,0.333,22,7.33,0,1
Marksman,Ogre,66,0.864,0.212,0.061,57,0.86,0,1
Marksman,Orc Warrior,8,0.750,0.125,0.000,6,0.75,0,2
Marksman,Paladin,26,1.000,0.154,0.000,47,1.81,0,4
Marksman,Ranger,24,0.792,0.167,0.083,129,5.38,4,1
Marksman,Rogue,19,0.842,0.421,0.053,162,8.53,5,2
Marksman,Scout,11,0.727,0.000,0.182,59,5.36,0,1
Marksman,Skeleton Archer,9,1.000,0.556,0.000,155,17.22,4,2
Marksman,Spearman,4,0.750,0.000,0.250,7,1.75,0,2
Marksman,Swordsman,5,0.800,0.000,0.200,24,4.80,0,3
Marksman,Warlock,12,0.667,0.250,0.083,101,8.42,3,1
Marksman,Warrior,13,0.692,0.231,0.308,32,2.46,0,3
Marksman,Wizard,26,0.731,0.115,0.115,148,5.69,3,3
Ogre,Archer,44,0.841,0.068,0.045,37,0.84,0,1
Ogre,Assassin,55,0.691,0.109,0.091,38,0.69,0,2
Ogre,Battle Mage,42,0.810,0.024,0.095,34,0.81,0,1
Ogre,Cleric,2,1.000,0.500,0.000,2,1.00,0,1
Ogre,Crossbowman,26,0.846,0.154,0.154,22,0.85,0,1
Ogre,Fighter,19,0.947,0.000,0.000,18,0.95,0,2
Ogre,Goblin Raider,44,0.795,0.091,0.136,35,0.80,0,1
Ogre,Knight,24,0.792,0.125,0.083,19,0.79,0,1
Ogre,Marksman,44,0.795,0.045,0.114,35,0.80,0,1
Ogre,Orc Warrior,12,0.500,0.000,0.167,6,0.50,0,1
Ogre,Paladin,45,0.711,0.067,0.111,32,0.71,0,2
Ogre,Ranger,4,1.000,0.000,0.000,4,1.00,0,1
Ogre,Rogue,116,0.750,0.026,0.155,87,0.75,2,2
Ogre,Scout,42,0.667,0.024,0.262,28,0.67,0,1
Ogre,Skeleton Archer,4,1.000,0.000,0.000,4,1.00,0,1
Ogre,Sorcerer,4,1.000,0.250,0.000,4,1.00,0,1
Ogre,Spearman,30,0.767,0.100,0.167,23,0.77,0,1
Ogre,Swordsman,18,0.833,0.056,0.111,15,0.83,0,1
Ogre,Warrior,21,0.857,0.143,0.095,18,0.86,0,2
Orc Warrior,Archer,15,0.800,0.067,0.133,240,16.00,5,1
Orc Warrior,Assassin,18,0.833,0.111,0.111,277,15.39,8,1
Orc Warrior,Battle Mage,15,0.933,0.133,0.000,207,13.80,0,1
Orc Warrior,Cleric,13,0.769,0.231,0.077,192,14.77,1,2
Orc Warrior,Crossbowman,31,0.677,0.065,0.161,273,8.81,1,2
Orc Warrior,Fighter,32,0.875,0.062,0.031,205,6.41,1,2
Orc Warrior,Goblin Raider,18,0.778,0.056,0.167,260,14.44,7,1
Orc Warrior,Knight,47,0.851,0.064,0.043,193,4.11,6,2
Orc Warrior,Mage,5,1.000,0.000,0.000,65,13.00,0,2
Orc Warrior,Marksman,17,0.647,0.118,0.235,252,14.82,6,2
Orc Warrior,Ogre,21,0.810,0.095,0.095,58,2.76,0,1
Orc Warrior,Paladin,31,0.774,0.097,0.097,158,5.10,0,2
Orc Warrior,Priest,9,1.000,0.111,0.000,177,19.67,3,1
Orc Warrior,Ranger,15,0.800,0.000,0.200,195,13.00,1,2
Orc Warrior,Rogue,15,0.867,0.000,0.133,196,13.07,5,1
Orc Warrior,Scout,21,0.762,0.048,0.143,248,11.81,7,2
Orc Warrior,Skeleton Archer,10,1.000,0.300,0.000,270,27.00,4,2
Orc Warrior,Sorcerer,2,1.000,0.000,0.000,29,14.50,0,1
Orc Warrior,Spearman,18,0.889,0.056,0.000,148,8.22,0,1
Orc Warrior,Swordsman,33,0.848,0.152,0.091,347,10.52,0,2
Orc Warrior,Warlock,13,1.000,0.308,0.000,271,20.85,5,2
Orc Warrior,Warrior,27,0.704,0.111,0.148,185,6.85,3,1
Orc Warrior,Wizard,14,0.929,0.071,0.000,256,18.29,3,3
Paladin,Archer,17,0.706,0.059,0.235,150,8.82,2,2
Paladin,Assassin,30,0.600,0.000,0.367,172,5.73,2,3
Paladin,Battle Mage,36,0.694,0.139,0.194,157,4.36,2,1
Paladin,Cleric,23,0.783,0.087,0.130,122,5.30,3,1
Paladin,Crossbowman,49,0.776,0.061,0.082,208,4.24,2,5
Paladin,Fighter,65,0.785,0.123,0.108,101,1.55,0,8
Paladin,Goblin Raider,51,0.745,0.039,0.157,390,7.65,8,6
Paladin,Knight,115,0.835,0.130,0.052,138,1.20,1,5
Paladin,Mage,5,1.000,0.000,0.000,37,7.40,0,2
Paladin,Marksman,34,0.735,0.059,0.147,310,9.12,8,6
Paladin,Ogre,66,0.803,0.076,0.076,57,0.86,2,1
Paladin,Orc Warrior,20,0.850,0.050,0.100,17,0.85,0,2
Paladin,Paladin,41,0.683,0.073,0.171,52,1.27,1,4
Paladin,Ranger,43,0.744,0.070,0.163,218,5.07,4,3
Paladin,Rogue,52,0.673,0.115,0.154,290,5.58,8,3
Paladin,Scout,18,0.778,0.056,0.111,122,6.78,0,1
Paladin,Skeleton Archer,22,0.909,0.045,0.045,260,11.82,10,4
Paladin,Sorcerer,5,0.800,0.000,0.200,48,9.60,0,3
Paladin,Spearman,73,0.767,0.123,0.110,210,2.88,5,4
Paladin,Swordsman,35,0.714,0.086,0.086,139,3.97,3,2
Paladin,Warlock,26,0.885,0.077,0.115,260,10.00,9,4
Paladin,Warrior,75,0.787,0.133,0.120,177,2.36,5,6
Paladin,Wizard,34,0.853,0.118,0.059,233,6.85,4,5
Priest,Archer,16,0.812,0.000,0.062,327,20.44,7,3
Priest,Assassin,8,0.750,0.000,0.125,164,20.50,2,3
Priest,Battle Mage,9,1.000,0.000,0.000,216,24.00,0,1
Priest,Cleric,1,0.000,0.000,1.000,0,0.00,0,1
Priest,Crossbowman,15,0.867,0.000,0.000,310,20.67,6,1
Priest,Fighter,6,0.833,0.000,0.167,97,16.17,0,1
Priest,Goblin Raider,12,0.667,0.000,0.000,179,14.92,3,1
Priest,Knight,30,0.733,0.067,0.133,579,19.30,8,6
Priest,Marksman,11,0.909,0.182,0.091,362,32.91,3,3
Priest,Ogre,3,1.000,0.000,0.000,99,33.00,0,1
Priest,Orc Warrior,20,0.900,0.050,0.100,308,15.40,4,2
Priest,Paladin,20,0.950,0.050,0.050,496,24.80,1,6
Priest,Ranger,18,0.778,0.056,0.111,288,16.00,7,1
Priest,Rogue,9,0.778,0.111,0.222,247,27.44,1,1
Priest,Scout,18,0.667,0.000,0.167,304,16.89,8,1
Priest,Skeleton Archer,11,0.727,0.091,0.273,255,23.18,7,2
Priest,Sorcerer,12,0.917,0.000,0.083,269,22.42,1,3
Priest,Spearman,12,0.750,0.167,0.083,194,16.17,3,1
Priest,Swordsman,18,0.833,0.000,0.167,478,26.56,3,4
Priest,Warlock,16,0.750,0.062,0.062,247,15.44,3,2
Priest,Warrior,13,0.846,0.077,0.077,286,22.00,6,2
Priest,Wizard,21,0.952,0.190,0.000,584,27.81,4,6
Ranger,Archer,7,0.571,0.143,0.286,48,6.86,1,2
Ranger,Assassin,4,0.500,0.000,0.250,30,7.50,0,1
Ranger,Battle Mage,9,0.889,0.000,0.111,43,4.78,0,1
Ranger,Cleric,8,1.000,0.375,0.000,41,5.12,1,1
Ranger,Crossbowman,6,0.833,0.000,0.167,51,8.50,0,1
Ranger,Fighter,3,0.667,0.000,0.000,26,8.67,0,2
Ranger,Goblin Raider,3,1.000,0.667,0.000,59,19.67,0,1
Ranger,Knight,17,0.824,0.412,0.059,203,11.94,2,5
Ranger,Marksman,3,1.000,0.333,0.000,52,17.33,0,1
Ranger,Ogre,9,0.778,0.111,0.111,93,10.33,3,1
Ranger,Orc Warrior,13,0.769,0.231,0.154,112,8.62,1,2
Ranger,Paladin,9,0.889,0.222,0.111,51,5.67,0,1
Ranger,Priest,3,1.000,0.667,0.000,31,10.33,0,1
Ranger,Ranger,1,1.000,1.000,0.000,20,20.00,0,1
Ranger,Rogue,3,1.000,0.000,0.000,45,15.00,0,1
Ranger,Scout,3,1.000,0.000,0.000,39,13.00,0,1
Ranger,Skeleton Archer,3,1.000,0.000,0.000,42,14.00,0,1
Ranger,Sorcerer,1,1.000,0.000,0.000,8,8.00,0,1
Ranger,Spearman,5,1.000,0.400,0.000,52,10.40,1,1
Ranger,Swordsman,2,1.000,0.000,0.000,22,11.00,0,1
Ranger,Warlock,9,0.667,0.111,0.333,45,5.00,2,1
Ranger,Warrior,21,0.762,0.286,0.048,164,7.81,4,4
Ranger,Wizard,7,0.714,0.000,0.000,40,5.71,1,1
Rogue,Orc Warrior,6,1.000,0.333,0.000,6,1.00,0,1
Scout,Archer,21,0.810,0.190,0.143,136,6.48,5,1
Scout,Assassin,2,0.000,0.000,1.000,0,0.00,0,1
Scout,Battle Mage,6,0.667,0.333,0.167,12,2.00,0,1
Scout,Cleric,45,0.844,0.267,0.133,123,2.73,3,2
Scout,Crossbowman,13,0.769,0.231,0.077,40,3.08,0,1
